symbol,display_symbol,canonical_symbol,meaning,meaning_len,alt_meaning_count,source_row_count
ALIN,Alin,alin,"Bir kimsenin rüyada alın görmesi, insanlar arasında rütbe ve makamının yüksek olmasına, sözünün dinlenmesine delâlet eder. Alında görülen kırık ve saire gibi kusurlar, bunun tam zıddı ile tâbir olunur. Rüyada alında secde izi görmek, din ve takvaya, insanlar arasında şöhrete delâlet eder. Ibn-i Şîrîn (rh.a) demiştir ki: ""- Alın ve yüz yüksek mertebedir, çünkü secde mahallidir. Bazan da evlâda delâlet eder."" Rüyada alında ceviz, badem, ya da ondan büyük veya küçük fazlalık görmek, erkek çocuk ile tâbir edilir. Kirmani de şöyle dedi: ""- Rüyada alnının genişlediğini görmek, rızkın genişliğine ve mertebenin yüksekliğine işarettir. Alnının rengini solmuş bir halde görmek, borca girmeye delâlet eder. Yüzü üzerinde parlayan bir çizgi olduğunu görmek ise, hayır ve menfaat ve evlât ile tâbir olunur."" Yine alın üzerinde rahmet ifade eden bir âyetin görülmesi, hayır ve şehadete delâlet eder. Azab âyeti görmek de bunun zıddı. Cafer-i Sâdık (r.a.) demiştir: - Alın ve yüz rüyası yedi veçhe ile tâbir olunur: a) Câh (makam, mansıb), b) Kadr, c) Izz, d) Ulvî yol, e) Rızık, f) Riyaset, g) Cömertlik. Rüyada alında nur ve ışık parladığmı görmek, ilim ve din ile rızıklanmaya işarettir. Alnını parlak bir halde görmek, dinî itikadının sağlam ve güzel olduğuna delâlettir. İmam Nablûsî demiştir ki: - Rüyada alnının demir, bakır veya taştan olduğunu görmek, polis ve şehrin idarecileri hakkında hayırdır. Bu rüya, bunların haricindeki insanlar için, halkın nefretini kazanmalarına delâlet eder. Bazı kere de alın görmek, seccade vs. gibi insanın üzerinde secde ettiği şeye işarettir. Rüyada alnının siyahlanmış ve dağlanmış olduğunu görmek, cimriliğe delâlet eder. Çünkü cimrileri kimse sevmez..",1691,1,2
ALIŞ VERİŞ,Aliş Veri̇ş,aliş veri̇ş,"Rüyada kendisini alış veriş ederken görmek, huzur ve saadet içinde bir ömür sürmeye ve kazanca işarettir.",105,1,2
ALTIN,Altin,altin,"Herkes iyice bilir ki altın dünya zinetidir. Dünya ise müminler için meşakkat mahallidir. Bu sebeple rüyada altın görmek, borca, gam ve kedere alâmettir. Rüyada altın bilezik taktığını görmek, rüya sahibinin eline geçecek bir mirasa delâlet eder. Rüyada altın külçesine rastgeldiğini görmek, elden çıkacak mala işarettir. Yine altını külçe ettiğini görmek, şer ve helak ile tâbir olunur. Rüyada kendisine büyük bir altın parçası verildiğini görmek, devlet işlerinde yüksek derecelere nail olmaya delâlet eder. Câfer-i Sâdık (r.a.) demiştir ki: Rüyada altın bilezik görmek beş şekilde tâbir olunur: a) Riyaset (baş olma, reislik), b) Hikmet, c) Günah ve hile, e) Gam ve keder, f) Evlad ve kardeş... Ibn-i Şîrîn (rh.a.) demiştir ki: Rüyada elinde beş adet altın olduğunu görmek, halk indinde makbul olacak işlere delâlet eder. Elinde tek altın olduğunu görmek, güzel bir ev ile tâbir olunur. Rüyada iki elinin birden altın olduğunu görmek, iş hususunda sıkıntıya düşmeye işarettir. Kıymetli elbiselerden başörtüsü, taç ve bunlara benzer nesnelerin altın sırma ile dokunmuş veya örülmüş olduğunu görmek; bu elbiseyi giyenlerin Allahu Teâlâ'ya yakınlıklarına delâlet eder. Yine rüyada halis altın ve gümüşten olan şeyi görmek, ihlâsa, saf niyete, anlaşmaya ve doğru söze delâlet eder. Rüyada gözlerinin altın olduğunu görmek, kör olmaya işarettir. Rüyada üzerinde, altın, gümüş, boncuk veya mücevherden gerdanlık olduğunu görmek, devlet hizmetinde yüksek makama gelmeye delâlet eder.",1479,1,2
ALTIN KIRIKLARI,Altin Kiriklari,altin kiriklari,"Rüyada altın ve gümüş kırıkları görmek, faydalı ilme, sâdık dosta, uygun zevceye ve hayırlı çocuğa delâlet eder. Rüyasında bir miktar altın bulup bunları iyi bir yere gizlediğini görmek, sır saklamak ile tâbir olunur. Rüyada bir ölünün kendisine altın para verdiğini görmek, zulümden kurtulmaya işarettir.",305,1,2
ALTIN VE GÜMÜŞ DÖVÜCÜ,Altin Ve Gümüş Dövücü,altin ve gümüş dövücü,"Rüyada altın ve gümüş dövücü birini görmek, israf ile malı sarf etmeye alâmettir. Bazı kere de bunu görmek, hak ile bâtıl arasını ayıran hâkime delâlet eder. Yine böyle bir rüya görmek, sanatına çok düşkün olan kimseye delâlet eder.",232,1,2
ALYANS,Alyans,alyans,"Bekâr bir kimsenin rüyada alyans görmesi, evleneceğine, evlinin görmesi, bir çocuğu olacağına delâlet eder.",107,1,2
ALÂİM-İ SEMA (Gökkuşağı),ALÂİM-İ SEMA (Gökkuşağı),alâi̇m-i̇ sema,"Rüyada gökkuşağı görmek, korkulardan emin olmaya, hastalıktan şifaya, fakir ise, zenginleşmeye işarettir. Rüyada gökkuşağını sarı renkte görmek, hastalıklara, kırmızı renkte görmek ise, savaşa delâlet eder. Onu aslî rengiyle ve parlak bir halde görmek, iyi ve huzurlu günlerin geleceğine işarettir.",298,1,2
ALÇI,Alçi,alçi,"Rüyada alçı görmek, izzet ve ikbalin devamına, zevce ve evlâdın güzel haline, ilim ve amele, hastalıklardan şifaya delâlet eder. Rüyada alçıcıyı görmek ise, günah ve hata, üzüntü ve keder ile tâbir edilir. Bazı kere de, hastanın afiyetine, harabe yerlerin imarına delâlet eder.",277,1,2
ALİ (K.V.),Ali̇ (K.V.),ali̇,"Allah'ın yenilmez arslanı ve evliyalar sultanı Hazret-i Ali'yi rüyada görmek, ulüvv-i makama, ilim ve hikmete, celâdet ve şecaata, temiz ve pâk kalbe, kerem ve cömertliğe, hayır ve saadete delâlet eder.. Yine o rüya, o beldeden zulüm gibi, karanlık gibi, adaletsizlik gibi çirkin hallerin kalkacağına işarettir. Hazret-i Ali (r.a.)'yi güler yüzle görmek, ilim ve şecaate, kuvvet ve felaha, din ve takvaya, hak ve adalete, insaf ve kereme delâlet eder. İmam-ı Ali'yi bir mahalde görmek, o yerin berekete, rahmete, nimete nail olacağına işarettir.",545,1,2
ALİL,Ali̇l,ali̇l,"Kişinin rüyada kendisini hasta görmesi, hayra alâmet değildir. Bir kimse rüyada ayağının kırıldığını görse, bu fakirliğe işarettir. Kendini âmâ bir halde görmek, dinde noksanlığa delâlet eder.",192,1,2
ALİM,Ali̇m,ali̇m,"Ibn-i Kesir hazretleri demiştir ki: - Rüyada kendisinin âlim olduğunu görmek, şerefinin artmasına işarettir. Câfer-i Sâdık hazretleri buyururlar ki: Rüyada âlim görmek, dört veçhe ile tâbir olunur: a) Kadir ve kıymet, b) Halk arasında itibar, c) Makam, d) Adalet. Rüyada bir âlimin elini öptüğünü görmek, ilminden faydalanmaya; âlimin kendisine bir şey verdiğini görmek, dünya ve ahirette yüksek dereceye işarettir.",415,1,2
AMBALAJ,Ambalaj,ambalaj,"Rüyada herhangi bir eşyayı ambalajladığını görmek, uzaktan bir misafirin geleceğine ve sevinçli habere işarettir.",113,1,2
AMCA,Amca,amca,"Rüyada amca görmek, baba görmek gibidir ve hayra işarettir.",59,1,2
AMPUL,Ampul,ampul,"Rüyada ışık saçan ampul görmek, huzurlu ve neşeli günlerin yakın olduğuna, ilaç ampulü görmek, hafif bir kedere delâlet eder.",125,1,2
AMİR,Ami̇r,ami̇r,"Bir kimsenin rüyada âmiri ile karşılaşması ve onun emirlerini dinlediğini görmesi, büyük bir zattan iltifat görmeye, kendisinin rüyada âmir olduğunu görmek de, dilek ve arzuların yerine geleceğine delâlet eder..",211,1,2
AMİRAL,Ami̇ral,ami̇ral,"Kişinin rüyada amiral görmesi, deniz yolculuğuna işarettir. Üzerinde bir amiral elbisesi olduğunu görmek de, yine uzun bir sefere delâlet eder.",143,1,2
ANA,Ana,ana,"Rüyada anne görmek hayır ve berekete işarettir. Ve baba görmekten daha hayırlıdır. Rüyada anne gören eğer fakir ise nimete ve zenginliğe kavuşur. Rüyada annesinin kendisini doğurduğunu görmek, ecelin yaklaştığına işarettir. Rüyada validesinin karnına girdiğini görmek, uzakta ise vatanına döneceğine delâlet eder. Anne ile oturduğunu veya beraber yürüdüğünü görmek, emniyet ve huzura; anne ile konuşmak iyi ve güzel haberlere delâlet eder.",439,1,2
ANAHTAR,Anahtar,anahtar,"Bilindiği gibi anahtar, kapılar açan bir âlettir. Bu sebeple rüyada anahtar görmek, rüya sahibi için Allahu Teâlâ'nın lütuf ve ihsanına delâlet eder.. Anahtar, ilim ve Kur'ân'ın kapısını açmakla da tâbir olunur. Kirmanı demiştir ki: - Rüyada anahtar ile bir yeri açtığını görmek hayra, kapamak ise şerre delâlet eder. Cafer-i Sâdık hazretleri derler ki: - Anahtar, güç işlerin açılmasına, keder ve gamdan kurtulmağa, hastalıktan şifa bulmağa, muradın hâsıl olmasına, dinde kuvvete, duanın kabulüne, ilim ve marifete delâlet eder.. Rüyada elinde cennetin anahtarı olduğunu görmek, ibadet, ilim, hikmet ve marifetle nasiplenmeye delâlet eder.. Elinde birçok anahtarın olduğunu görmek, büyük ve şerefli bir saltanata işarettir. Rüyada bir kapıyı veya bir kilidi açtığını görmek, düşmanlar üzerine galip olmaya delâlet eder. İmam Nablusî rüyada anahtar görmeyi şu veçhe ile tâbir etmiştir: 1) Rızık, 2) Muavenet, 3) İlim, 4) Zevç ve evlâd, 5) Mal, 6) Felah, 7) Kabul olunan dua, 8) Hac farizası, 9) Vali ve melik... Rüyada elinde dişsiz bir anahtar olduğunu görmek, yetime zulmetmeye işarettir. Elinde Kabe'nin anahtarını görmek, yüksek şahsiyetlerden birine erişmeye ve onunla dost olmaya delâlet eder. Yine anahtar, hazineler ile de tâbir edilir. Zira her kapı anahtar ile açılır. Rüyada demirden bir anahtar görmek, kuvvetli ve şöhretli bir kimseye ve işlerin selâmetine delâlet eder. Bazı kere de anahtar görmek, evlâda, casuslara, yolculuğa, hizmetçilere, kadınlar için de kocaya delâlet eder. Rüyada elinde ağaçtan yapılma anahtar görmek, emanet bıraktığı malı varsa zayi olacağına işarettir. Cabirü'l-Mağribî demiştir ki: - Rüyada elinde bir anahtar olduğunu görmek, temiz su ile abdest almaya ve ibadetlerde devama işarettir. Elinden anahtarın düştüğünü görmek, namaz hususunda tenbelliğe delâlet eder..",1807,1,2
ANANAS,Ananas,ananas,"Rüyada ananas görmek, hürmete ve iyi bir habere delâlet eder. Yine ananas görmek, uzak bir yolculuğa işarettir.",111,1,2
ANASON,Anason,anason,"Taze çiçek açmış bir anason görmek, sevinç ve saadet verecek habere işarettir. Anason yediğini görmek, hayır ve menfaate; bazı kere de kedere delâlet eder.",155,1,2
ANBER ÇİÇEĞİ,Anber Çi̇çeği̇,anber çi̇çeği̇,"Anber çiçeği mal ve menfaate delâlet eder. Mevsiminde anber çiçeği görmek, şöhretli adamlarla dost olmaya işarettir. Bazı kere de anber çiçeği, güzel ve zengin bir kadına delâlet eder. Böyle bir rüya gören bekâr ise, o kadınla evleneceğine işarettir. Rüyada anber çiçeğini dalı üzerinde görmek ve koklamak, büyükler tarafından övülmeye ve senaya delâlet eder. Anber çiçeğini yerden kopardığını görmek, büyük bir zattan veya pek sevdiği birinden ayrılacağına işarettir. Anber görmek, kazanç, rızık, menfaat, nimet ve hayıra da delâlet eder.",539,1,2
ANDİÇMEK (Yemin),ANDİÇMEK (Yemin),andi̇çmek,"Rüyada yemin ettiğini görmek, vefasız dostlar yüzünden gadre uğramaya ve üzücü hadiselere delâlet eder.",103,1,2
ANJİN,Anji̇n,anji̇n,"Bir kimsenin rüyada anjin hastalığına yakalandığını görmesi, borca girmeye ve bir türlü kurtulamamaya delâlet eder. Ayrıca verdiği sözden dönmeye de işarettir.",159,1,2
ANKA KUŞU,Anka Kuşu,anka kuşu,"Anka kuşunu görmek, rüya sahibinin kadri yüce biri olduğuna işarettir. Rüyada anka kuşunun kendisi ile konuştuğunu görmek, nimete, mala ve yüce mertebelere delâlet eder. İbn-i Şîrîn hazretleri demiştir ki: - Rüyada büyük bir kuş görmek yüce bir himmettir. Bir kuşla konuşmak izzet ve rif’ate, elinde bir kuşun öldüğünü görmek ise, hüzün ve kedere delâlet eder. Ebu Saidü'l-Vaaz demiştir ki: - Rüyada meşhur olan kuşları görmek evlâda, meçhul kuşlar sevinç ve müjdeye, kuşların başına toplandığını görmek, büyük bir riyasete delâlet eder. İmam Nablusî de şöyle demektedir: - Rüyada anka kuşu görmek, kadri yüce olan ve bid'at ehli ile arkadaşlık yapmayan bir kimseye delâlet eder. Rüyada anka kuşunun kendisi ile konuştuğunu gören, devlet reisi tarafından mala erişir. Yine denilmiştir ki: Rüyada anka kuşunu görmek, garip haberlere ve uzak yolculuğa işarettir. Rüyada anka kuşunun kendisine bir şey anlattığını görmek, bir melek vasıtasıyla Allahu Teâlâ tarafından rızıklandırılmaya delâlet eder.",996,1,2
ANKEBUT,Ankebut,ankebut,"Bir kimsenin rüyada bu mübarek sureyi okuduğunu veya okunduğunu görmesi, ölünceye dek Allah'ın muhafazası altında olmaya ve korkulardan emin bulunmaya delâlet eder. Bazı kere de bu rüya, yalnızlıkla imtihan edilmeye ve sabrından dolayı müjdelenmeye delâlet eder.",262,1,2
ANLAŞMA,Anlaşma,anlaşma,"Bir kimsenin rüyada düşmanla anlaşma yaptı ğını görmesi, korkudan emin olmaya, zahmetten sonra rahatlığa, hastalıktan şifaya delâlet eder. Yine anlaşma görmek, nimete, geçimin kolaylığına, bekâr için evlenmeğe, namaz, oruç gibi hayırlı ve güzel ameller yapmaya işarettir.",271,1,2
ANTRE,Antre,antre,"Rüyada tanıdık biri ile apartmanınızın antresinde karşılaştığınızı görmek, elinize geçecek bereketli paraya işarettir.",118,1,2
ANTRENÖR,Antrenör,antrenör,"Rüyada bir antrenör nezdinde çalıştığınızı görmek, hayatta tek başınıza bir iş başaramayacağınıza işarettir. Kişinin kendisini antrenör görmesi, kazanmak ve muvaffak olmak için bazı düşüncelerinin olduğuna delâlet eder.",219,1,2
APANDİSİT,Apandi̇si̇t,apandi̇si̇t,"Bir kimsenin rüyada kendisini apandisit hastası olarak görmesi veya apandisit ameliyatı geçirmiş bulması, mesut ve sevindirici bir olaya şahit olacağına delâlet eder.",166,1,2
APARTMAN,Apartman,apartman,"Rüyada köşk, apartman yüksek bir bina görmek, kazancın ve nimetin artacağına; böyle bir bina satın aldığını görmek, yolculuğa çıkmaya delâlet eder.",147,1,2
APOLET,Apolet,apolet,"Rüyada, elbise üzerinde apolet görmek, makam ve mevkinin artacağına işarettir. Üzerinde elbise olmadığı halde, yalnız apoletle dolaştığını görmek, gülünç kıyafetlere meyle delâlet eder.",185,1,2
APSE (Yara),APSE (Yara),apse,"İnsanın herhangi bir yerinde yara görmesi, aile içinde veya iş hususunda ihtilafa düşmeye delâlet eder.",103,1,2
ARABA,Araba,araba,"Rüyada herhangi bir arabayı görmek, rüya sahibi için geçim hususunda aldığı tedbire işarettir. Rüyada arabaya bindiğini görmek, büyük bir mevkiye erişmeye delâlet eder. Arabadan inmek bunun zıddı ile tâbir olunur. Arabaya binmek hayırlı bir evlâda da işarettir. Yine rüyada arabaya bindiğini görmek, devlet adamları tarafından gelecek izzet ve yüksekliğe veya erişilecek şerefe delâlet eder. Rüyada araba vapuru görmek, hayırlı, sevinçli ve bereketli bir sefere işarettir.",472,1,2
ARAFAT,Arafat,arafat,"Rüyada Arafat'ta vakfeye durduğunu görmek, yüce mertebelere ve duaların kabulüne delâlet eder. Çünkü ilk insan ve ilk Peygamber Hazreti Âdem Arafat'ta Allahu Tâlâ'ya dua etmiş ve tevbesi kabul olunmuştu... Ayrıca, Arafat'ta vakfeye durmak, hac ibadetinin bir rüknüdür. Bir hacı Arafat'ta bulunmadıkça haccını edâ etmiş sayılmaz. Yine Arafat'ta vakfe yaptığını görmek, tevbenin kabul edileceğine, gizli hallerin meydana çıkacağına işarettir.",440,1,2
ARANMAK-ARAMAK,Aranmak-Aramak,aranmak-aramak,"Nablusî hazretleri demiştir ki: - Rüyada aranmak, kısa bir müddetten ibarettir. Bu sebeple düşmanının, kendisini aradığını ve bulduğunu gören kimse, ölür. Bazan rüyada aranmak, insanın ilim, amel veya nimetle, malla şereflendiği şeye işarettir. Rüyada aramak, aranan kişi ile tâbir olunur. Eğer aranan zat arayandan kaçmıyorsa, korktuğu şeyden emin olmaya delâlet eder.",369,1,2
ARASÖZ,Arasöz,arasöz,"Bir kimsenin rüyada arasözle caddelerin sulandığını görmesi, bolluk, bereket ve feraha işarettir. Rüyada kendisini arasöz kullanırken görmek, beklemediği bir yerden gelecek nimete delâlet eder.",193,1,2
ARAZİ,Arazi̇,arazi̇,"Rüyada arazi görmek, zevce ile tâbir edilir. Bekâr bir adamın rüyada arazi satın aldığını görmesi, evleneceğine işarettir. Arazisinin mahsul ile dolu olduğunu görmek, çocukları ve torunları ile tâbir edilir. Ibn-i Şîrîn hazretleri demiştir ki: - Rüyada kendisini geniş bir sahrada gören, yolculuğa çıkar. Araziyi kazıp toprağını yediğini görmek, gaipten mal bulmaya delâlet eder. Rüyada kendisini arzın yuttuğunu, yere geçtiğini görmek, belâ ve musibete, gam ve kedere delâlet eder. Cabirü'l-Mağribî demiştir ki: - Rüyada ayaklarının altında arzın toplandığını yani kısalıp azaldığını görmek, ömrün nihayete erdiğine delâlet eder. Arzın altında titrediğini görmek, korku ve hüsrana işarettir. Bir arazi üzerine köprü inşa ettiğini görmek, dinde kuvvetli olmaya işarettir. Yerden avuç avuç toprak alıp yediğini görmek, zenginliğe delâlet eder. Yine bir araziden diğerine geçerek yürüdüğünü görmek, bir memleketten bir başka memlekete sefer edeceğine işarettir. Rüyada toprağın yarıldığını görmek, bolluk ve berekete delâlet eder. Çünkü bütün canlıların rızkı topraktan çıkmaktadır.",1080,1,2
AREFE GÜNÜ,Arefe Günü,arefe günü,"Rüyada arefe gününde olduğunu görmek, kayıp bir kimsenin geleceğine işarettir. Arefe gününü görmek, hac farizası ile de tâbir edilir. Bazı kere de Arefe günü, kârlı ve bereketli bir ticarete delâlet eder. Günahkâr bir kimsenin rüyada arefe günü görmesi, günahına tevbe edeceğine ve tevbesinin kabul olunacağına delâlet eder.",324,1,2
ARI BEYİ,Ari Beyi̇,ari beyi̇,"Kişinin rüyada Arı Beyi görmesi, hayır ve selametin işaretidir. Çünkü arı maharetli bir varlıktır ve insanlara şifalar sunar. Arı beyini görmek, faydalı, kadir ve şanı büyük, mümin, zahid ve hiçbir kimseye eziyet etmeyen bir adama delâlet eder. Bir kimsenin rüyada arı beyinden bir şeye nail olduğunu görmesi, sıhhat ve afiyete ve helâl kazanca işarettir. Yine rüyada birçok arı beyine mâlik olduğunu görmek, yüksek memuriyete delâlet eder.",440,1,2
ARI KOVANI,Ari Kovani,ari kovani,"Rüyada arı kovanı görmek, zevceye delâlettir. Kovandaki arılar kadının nesli, bal ise kadının malıdır. Bazı kere de arı kovanı kaleye işarettir. Yine arı kovanı görmek, üzüntü ve kederden halâs olmaya, ibadet ve çalışmak hususunda boş vakte delâlet eder.",254,1,2
ARI KUŞU,Ari Kuşu,ari kuşu,"Rüyada arı kuşu görmek, malı çok ve güzelliği yerinde bir kadınla evliliğe delâlet eder.",88,1,2
ARICI,Arici,arici,"Arıcıyı görmek, muharebe, sıkıntı ve meşakkate ve silah kuşanmaya işarettir.",76,1,2
ARMUT,Armut,armut,"Bir kimsenin rüyada armut görmesi, kavuşacağı bir nimete ve mala işarettir. Rüyada tatlı bir armut yediğini gören kişi mal ve nimete kavuşur. Birçok armutları avuçladığını görmek, toplu bir mala varis olmaya delâlet eder. Rüyada hamile bir kadının armut görmesi, doğacak çocuğun erkek olacağına işarettir. Bekâr kızın görmesi de evleneceğine delâlet eder. Rüyada armudu mevsiminde yediğini görmek, hayır ve berekete, mevsiminin dışında yemek haram mala delâlet eder. Cafer-i Sâdık hazretleri demiştir ki: Rüyada armut görmek beş veçhe ile tâbir edilir: a) Helâl mal, b) Zenginlik, c) İyi bir zevce, d) Murad, e) Menfaat. Armut ağacı görmek ise, mal ve para kazanmak için insanlara boyun eğen bir kişi ile tâbir olunur.",718,1,2
